context,llm_responses,actual_target,actual_sentiment,complete_responses,extraction_model_response,extraction_response,regex_extraction
Sentence: $AMZN new HOD with conviction keeping $570 on watch for Resistance.. Snippets: $AMZN new HOD with conviction keeping $570 on watch for Resistance.. Target aspect: AMZN,  Sure,AMZN,0.529,"ModelResponse(id='8f00e3821fc932fa-EWR', created=1733872020, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=149, total_tokens=151, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afd98b51a34-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $FB  rejecting HIGHS shortable...at 109. Snippets: $FB  rejecting HIGHS shortable...at 109. Target aspect: FB,  Sure,FB,-0.387,"ModelResponse(id='8f00e3831a4fc35d-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=139, total_tokens=141, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdac974402-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: $CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.. Snippets: $CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.. Target aspect: CSX",  Sure,CSX,0.461,"ModelResponse(id='8f00e3832f380f65-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=180, total_tokens=182, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afda863437f-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $FB turns back down in early trading.... https://t.co/reuf5PzhBm. Snippets: $FB turns back down in early trading.... https://t.co/reuf5PzhBm. Target aspect: FB,  Sure,FB,-0.393,"ModelResponse(id='8f00e3832a4c0f83-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=153, total_tokens=155, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdafdfde95-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.. Snippets: Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.. Target aspect: FB,  Sure,FB,0.471,"ModelResponse(id='8f00e3833f7743d3-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=189, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe18c38cc5-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: $FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5. Snippets: $FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5. Target aspect: GWW",  Sure,GWW,-0.105,"ModelResponse(id='8f00e3834ccd7ce7-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=181, total_tokens=183, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdbc43c42a-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz. Snippets: Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz. Target aspect: TSLA",  Sure,TSLA,-0.367,"ModelResponse(id='8f00e38359bd8c93-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=179, total_tokens=181, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdbc20435e-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker. Snippets: SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker. Target aspect: SIRI",  Sure,SIRI,0.466,"ModelResponse(id='8f00e3848f6a43d6-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=210, total_tokens=212, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdb81e42de-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: 5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5. Snippets: 5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5. Target aspect: GOOGL,  Sure,GOOGL,0.561,"ModelResponse(id='8f00e388ceb143d3-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=215, total_tokens=217, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe4ebb0f51-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Long $ENDP @ $26.23 on $AGN b/o rumor. Snippets: Long $ENDP @ $26.23 on $AGN b/o rumor. Target aspect: ENDP,  Sure,ENDP,0.57,"ModelResponse(id='8f00e388c8047ced-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=148, total_tokens=150, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afddba7de94-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC. Snippets: You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC. Target aspect: TSLA",  Sure,TSLA,-0.319,"ModelResponse(id='8f00e3891fb641a6-EWR', created=1733872022, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=205, total_tokens=207, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdefa30f3f-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet. Snippets: This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet. Target aspect: BBBY,  Sure,BBBY,0.294,"ModelResponse(id='8f00e3884d5b43d6-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=177, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afdfa3ff78f-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB. Snippets: X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB. Target aspect: TSLA,  Sure,TSLA,-0.26,"ModelResponse(id='8f00e388cdeb43e8-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=211, total_tokens=213, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe1e694362-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN. Snippets: $STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN. Target aspect: WDC,  Sure,WDC,-0.421,"ModelResponse(id='8f00e3865f664228-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=186, total_tokens=188, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe39e4431a-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x. Snippets: $VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x. Target aspect: VRTX,  Sure,VRTX,0.464,"ModelResponse(id='8f00e386686841a1-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=191, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe3e0d0f7b-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.. Snippets: $FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.. Target aspect: FB,  Sure,FB,0.334,"ModelResponse(id='8f00e3867afb7ce7-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=161, total_tokens=163, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe6ac74271-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: @CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.. Snippets: @CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.. Target aspect: TSLA",  Sure,TSLA,0.424,"ModelResponse(id='8f00e3867ff50f5b-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=181, total_tokens=183, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe7be08c6b-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $SBUX heading for the 200DMA and certain doom if it can not hold there.. Snippets: $SBUX heading for the 200DMA and certain doom if it can not hold there.. Target aspect: SBUX,  Sure,SBUX,-0.437,"ModelResponse(id='8f00e3867956c33d-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=155, total_tokens=157, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108aff78c917ad-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $AMZN long into earnings. looks good over 600. Snippets: $AMZN long into earnings. looks good over 600. Target aspect: AMZN,  Sure,AMZN,0.613,"ModelResponse(id='8f00e386e8f98c83-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=141, total_tokens=143, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afe9be743e8-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $GOOGL is a short below 740 into the upper BB and is overbought. Snippets: $GOOGL is a short below 740 into the upper BB and is overbought. Target aspect: GOOGL,  Sure,GOOGL,-0.48,"ModelResponse(id='8f00e386fb167cb4-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=151, total_tokens=153, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afede9242d7-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Timberrrr $TSLA https://t.co/MRBgfDHHVa. Snippets: Timberrrr $TSLA https://t.co/MRBgfDHHVa. Target aspect: TSLA,  Sure,TSLA,-0.562,"ModelResponse(id='8f00e386fcb6f5f8-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=151, total_tokens=153, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108aff1af842d3-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia. Snippets: Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia. Target aspect: YHOO,  Sure,YHOO,0.413,"ModelResponse(id='8f00e3870ebd8c89-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=173, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afedad61902-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA. Snippets: Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA. Target aspect: TSLA",  Sure,TSLA,-0.385,"ModelResponse(id='8f00e387bdfc5e79-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=217, total_tokens=219, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108aff79b18c84-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN. Snippets: Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN. Target aspect: WYN,  Sure,WYN,0.284,"ModelResponse(id='8f00e387cfa3efa7-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=195, total_tokens=197, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afeec8d4368-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP. Snippets: Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP. Target aspect: ENDP,  Sure,ENDP,0.472,"ModelResponse(id='8f00e388db684258-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=180, total_tokens=182, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afeed2441f5-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $SBUX inverted head & shoulders pattern in the works. bullish.. Snippets: $SBUX inverted head & shoulders pattern in the works. bullish.. Target aspect: SBUX,  Sure,SBUX,0.572,"ModelResponse(id='8f00e388db140fa8-EWR', created=1733872021, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=143, total_tokens=145, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108afeeb308cec-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
