documents,llm_responses,actual_labels,complete_responses
How do my friends top up my account,"transfer_into_account
",62,"ModelResponse(id='chatcmpl-30acf07e-8235-47b4-8a6f-4f6195668d3c', created=1739171795, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='transfer_into_account\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=6, prompt_tokens=647, total_tokens=653, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"I followed the instructions to transfer money using my card, but then the money disappeared and I don't know what happened.","Based on the provided list of intents and the user's utterance, the most appropriate category is:

**transfer_not_received_by_recipient**

**Reasoning:**

The user explicitly states they initiated a transfer (""transfer money using my card"") and that the money ""disappeared,"" implying the recipient did not receive it.  While ""failed_transfer"" might seem plausible, ""transfer_not_received_by_recipient"" more accurately captures the user's concern about the money not reaching its intended destination. The user isn't necessarily saying the transfer *failed* in the sense of being rejected; they",62,"ModelResponse(id='chatcmpl-f3cebb1a-10ba-442d-8039-f11e69ea8c28', created=1739171796, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Based on the provided list of intents and the user\'s utterance, the most appropriate category is:\n\n**transfer_not_received_by_recipient**\n\n**Reasoning:**\n\nThe user explicitly states they initiated a transfer (""transfer money using my card"") and that the money ""disappeared,"" implying the recipient did not receive it.  While ""failed_transfer"" might seem plausible, ""transfer_not_received_by_recipient"" more accurately captures the user\'s concern about the money not reaching its intended destination. The user isn\'t necessarily saying the transfer *failed* in the sense of being rejected; they', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=664, total_tokens=792, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
Where's the money that got charged to my card? It's not showing up in my account balance,"refund_not_showing_up
",62,"ModelResponse(id='chatcmpl-809e2c56-bce8-4c54-8367-4daf140f6925', created=1739171797, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='refund_not_showing_up\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=661, total_tokens=669, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
how can i top up?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I am missing some funds from my account - I tried to transfer them using my credit card number, and it disappeared.",,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I have friends that would like to top-up my account is that possible?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How do I transfer money using a credit card?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can I give my friends access to my account so they can top it up for me?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I did a top-up, but I'm not seeing it in my wallet yet.",,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"i know i entered the right info, but my top up isn't in my balance",,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Will my friend be able to top off my account?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Is there a way to transfer funds directly from my card?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Why isn't my top up showing on my wallet?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I tried to top up using my card, but now the money just disappeared!",,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Help me transfer money to my credit card.,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I tried to use my card to top up but all of the money has disappeared.,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Is it possible to use my credit card to transfer money?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How can someone add money to my account?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Cannot access my top up.,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Are my friends able to add funds to my account?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can I transfer money to my credit card?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Who else can top up my account,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Why is my money gone right when I attempted to top up,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How do i transfer money using my credit card?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
My friends want to top up my account,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Who can top up my accounts?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
show me how to top up with my card,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I topped up my card but the money disappeared.,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Why don't I see my top up in my wallet?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Why can't I see the top-up amount I just added to my account?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Are my friends able to top up my account?,,62,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How can i get multiple disposble cards.,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can I make many disposable cards per day?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I need to use my disposable card multiple times a day, is there a cutoff limit?",,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How do I make more than one disposable card in a day?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can I have more than one disposable card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
what is the disposable cards limit?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What's the most disposable cards I can have?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Do these virtual cards have any caps on using them?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many disposable cards can I have?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What is the amount of disposable cards I can have each day?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many disposable cards per day am I allowed to have?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many card payments can I use on a disposable card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What if I need multiple disposable cards?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"If I have more than one disposable card, can I make five payments on each of them?",,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Are you able to explain the restrictions of the disposable cards?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What is the maximum number of transactions I can make with one card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What is the limit to number of transactions I can do with a disposable card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many disposable cards is the limit?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Tell me how many transactions I can do with a disposable card.,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I have to have several disposable cards per day.,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I would like to know any restrictions for the disposable cards.,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How can I create many temporary cards daily?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Is it possible to make several disposable cards in a day?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many disposable cards can I make in a single day?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Is there a limit to how many transactions I can make on one disposable card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Are there any limits to how many disposable cards I can use?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can you explain the virtual cards limit?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many disposable virtual cards can I have?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I need to create several disposable cards per day.,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Are there any hindrances to using a disposable virtual card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many disposable cards can I own?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many virtual cards do I get?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What is the limit to disposable cards you can have?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many times can I use a disposable card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What can I use a virtual disposable card for?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Do you know what the restriction of the disposable cards are?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What are the limits for disposable virtual cards?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What are the limits to using disposable virtual cards?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many transactions can I do with one disposable card?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How many times can I use the disposable virtual card I have?,,29,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I think someone is using my card to make transactions I don't remember.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
someone is using my account,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Someone I don't know has used my card without permission.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
My card was used without my permission.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can I freeze my card right now?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Freeze my account it's been hacked.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"There are transactions I didn't make, someone else must have used my card.",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can you freeze my card because someone used it while I was out of town. I did not make these purchases.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Someone is using my account to do online shopping! Please freeze it asap,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Someone else may be using my card.  There are transactions I don't recognize.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What do I do to stop unauthorized transactions on my card? I was never in the place from which the transactions on my bill were made and I never made them. Please help!,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What do I do if I think my card was improperly used?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How can I stop fraud on my account right now?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I think my identity has been stolen, can you check on unauthorized charges?",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
I think someone else is using my card.  There are transactions I didn't make.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I don't recognize some of the transactions on my card, I think someone must have gotten my card info and used it.",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Can I use app to freeze account and dispute fraud?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
My card is being used online to make a bunch of purchases! Someone else is using it fraudulently. Can you help me freeze it?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"Someone has my card number, freeze my account.",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I see random purchases to my account, was it hacked?",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
It seems someone used my card! There are a few transactions from a small town in the middle of nowhere that I definitely have not made! Please prevent them from using it immediately!,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How do I freeze my card using the app?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
My card has been compromised,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
What should I do if I think that someone else may be using my card.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"The transactions showing up are strange, I think my card was used without me knowing.",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How do I freeze my account?,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"I'm not certain, but someone may be using my card.",,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
How do I freeze my card? I think someone is using it to make a bunch of online transactions.,,22,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
