prompt,answer,book_name,chapter_number,chapter_name
"44. Changes in weather patterns are increasing administrative costs for insurance companies.  These added costs often exceed the amount of the premiums coming in and claim payments going out.  To address this problem, insurance companies typically

A: increase dividend payments to shareholders.
B: deny weather related claims for property damage.
C: increase their investment income.
D: build up the amount of their reserves.",D: build up the amount of their reserves.,"Principles of Economics, 3rd Edition",16,information risk insurance
"45. Martha has decided to purchase a new home constructed by Crown Builders.  In addition to Crown Builder's good reputation in the industry, which of the following likely influenced Martha's decision to purchase a new home?

A: builder's no-charge service contract covering first year
B: lower insurance premiums because of safety inspections
C: money-back guarantee for the solar hot water system
D: low-cost extended warranty on the air conditioner",A: builder's no-charge service contract covering first year,"Principles of Economics, 3rd Edition",16,information risk insurance
"46. Guarantees, warranties, and service contracts are all examples of

A: how seller's provide information to would-be buyers.
B: forms of reassurance used in the labor market.
C: how sellers are able to charge high prices.
D: forms of explicit reassurance provided by sellers.",D: forms of explicit reassurance provided by sellers.,"Principles of Economics, 3rd Edition",16,information risk insurance
"47. Individuals who have a small amount deducted from their paychecks to contribute into a pooled fund used to pay benefits for a period of time if they are laid-off have contributed to

A: a pension insurance fund.
B: a deposit insurance fund.
C: an unemployment insurance fund.
D: a healthcare insurance fund.",C: an unemployment insurance fund.,"Principles of Economics, 3rd Edition",16,information risk insurance
"48. In the U.S., the law requires employers offering pension plans for their employees to pay a small fraction of those pension contributions to the _________________________, which will pay at least some pension benefits to workers if a company goes bankrupt and cannot pay the pensions it has promised.

A: Pension Benefit Guarantee Corporation
B: Government Pension Benefit Corporation
C: Insured Pension Benefit Guarantee Corporation
D: Guaranteed Retiree Pension Benefit Corporation",A: Pension Benefit Guarantee Corporation,"Principles of Economics, 3rd Edition",16,information risk insurance
"49. Banks are required by law to pay a small fraction of their deposits to the _______________, which goes into a __________ fund that is used to repay depositors their money if the bank should go bankrupt.

A: Federal Reserve Deposit Insurance Fund; deposit insurance
B: U.S. Deposit Insurance Fund; pooled
C: Federal Deposit Insurance Corporation; deposit insurance
D: Federal Bank Deposit Insurance Fund; pooled",C: Federal Deposit Insurance Corporation; deposit insurance,"Principles of Economics, 3rd Edition",16,information risk insurance
"50. In the U.S., individuals often pay a small portion of their earnings into a state  _________________ pooled fund that will compensate them if they are injured on the job.

A: Medicare
B: Social Security
C: workman's compensation insurance
D: unemployment insurance",C: workman's compensation insurance,"Principles of Economics, 3rd Edition",16,information risk insurance
"51. When the level of insurance premiums that someone pays is equal to the amount that an average person in that risk group would collect in insurance payments, the level of insurance

A: will be adverse to profits.
B: will be actuarially sound.
C: complies with fundamental law.
D: reaches actuarial fairness.",D: reaches actuarial fairness.,"Principles of Economics, 3rd Edition",16,information risk insurance
"52. An insurance company is likely to believe that having a major accident is a signal of being a _____________, and thus try to _________________.

A: moral hazard; deny this driver further coverage
B: high-risk driver; raise this driver's insurance premiums
C: high-risk driver; compel the driver to take defensive driving courses
D: medium-risk driver; reduce the amount of this driver's coverage",B: high-risk driver; raise this driver's insurance premiums,"Principles of Economics, 3rd Edition",16,information risk insurance
"53. The major problems caused by imperfect information in insurance markets are

A: moral hazard and adverse selection.
B: deceptive applicants and fraudulent claims.
C: ability to attract repeat customers and risk groups.
D: major additional costs and separating insurance buyers.",A: moral hazard and adverse selection.,"Principles of Economics, 3rd Edition",16,information risk insurance
"54. How do insurance companies reduce the risk of moral hazard?

A: deny claims with high damages
B: only allow claims with low damages
C: investigation and monitoring
D: classifying people based on credit history",C: investigation and monitoring,"Principles of Economics, 3rd Edition",16,information risk insurance
"55. One strategy insurance companies have adopted to reduce moral hazard is to require an injured party to pay a _______________ .

A: actuarial fairness
B: a contribution
C: a premium
D: a deductible",D: a deductible,"Principles of Economics, 3rd Edition",16,information risk insurance
"56. ____________________________ often have deductibles, which is an amount that the insurance policyholders must pay out of their own pocket ____________________ .

A: Pension insurance plans; before the insurance coverage kicks in
B: Workman's Compensation; before they are eligible for coverage
C: Insurance companies; before the insurer pays its portion of the claim
D: Retirement insurance policies; according to government laws",C: Insurance companies; before the insurer pays its portion of the claim,"Principles of Economics, 3rd Edition",16,information risk insurance
"57. One prominent U.S. study found that when people face ____________ for their health insurance, they consume about ________ medical care than people who have complete insurance.

A: lower premiums and deductibles; one-quarter less
B: moderate deductibles and copayments; one-third less
C: higher premiums and deductibles; one-quarter more
D: high deductibles and copayments; one-third more",B: moderate deductibles and copayments; one-third less,"Principles of Economics, 3rd Edition",16,information risk insurance
"58. _________________ in the insurance industry prevents premiums from being much higher than the___________ level in the long term.

A: Competition; actuarially fair
B: Greater government involvement; free-market profit
C: Classifying groups by risk; legal requirement
D: Government intervention; profit",A: Competition; actuarially fair,"Principles of Economics, 3rd Edition",16,information risk insurance
"59. Why has there been a shift away from the traditional fee-for-service structure in the U.S. health care?

A: to address the adverse selection problem associated with the medical profession
B: prevents insurance companies from raising medical professional insurance premiums
C: reduces moral hazard by limiting the quality of care provided.
D: reduces incentives and moral hazards of added services to increase income",D: reduces incentives and moral hazards of added services to increase income,"Principles of Economics, 3rd Edition",16,information risk insurance
"60. What name is given to an organization that receives a fixed amount per each person enrolled in a health care plan, regardless of how many services are provided?

A: health members organization (HMO)
B: health maintenance organizations (HMO)
C: health care organization (HCO)
D: non-government health organization (NGO)",B: health maintenance organizations (HMO),"Principles of Economics, 3rd Edition",16,information risk insurance
"61. In the case of insurance, _______________ arises because the buyers of insurance have more information about _____________________than the insurance company does.

A: moral hazard; their risk rating
B: actuarial prices; their high-risk or low-risk status
C: adverse selection; the risk group they belong to
D: fundamental laws; actuarial fairness",C: adverse selection; the risk group they belong to,"Principles of Economics, 3rd Edition",16,information risk insurance
"62. Although they have never been charged with a DUI, Glen and Dale often drive while intoxicated and each made 3 claims for auto accidents in 2010.  If Crown Insurance decides to raise the price of insurance coverage for all its policy holders to $3,000 per year to off-set the claims of this type of driver, then its attempt to counter

A: the moral hazard problem will be satisfactorily addressed.
B: adverse selection will cause the low-risk policy holders to cancel their policies.
C: the moral hazard problem will cause the high-risk group to cancel their policies.
D: the adverse selection will be satisfactorily addressed.",B: adverse selection will cause the low-risk policy holders to cancel their policies.,"Principles of Economics, 3rd Edition",16,information risk insurance
"63. The problem of ________________ in insurance markets is that insurance companies are unable to ______________ .

A: adverse selection; differentiate those with low and high risks
B: reducing moral hazards; sell insurance in unregulated markets
C: adverse selection; find mechanisms to reduce moral hazards
D: adverse selection; sell insurance in unregulated markets",A: adverse selection; differentiate those with low and high risks,"Principles of Economics, 3rd Edition",16,information risk insurance
"64. Of 1000 homeowners insured with Crown Insurance, 250 live in a flood plain, 150 live in an area with frequent tornadoes, 100 live in earthquake prone regions, and the remaining 500 reside in small communities located in less hazardous regions.  Which of the following will likely apply to the low-risk group of homeowners?

A: the low and medium-risk groups will pay less than the high-risk group
B: those in the low-risk group will pay less than both the medium-risk and high-risk group
C: those in the low-risk group will be discouraged from buying home insurance.
D: they must buy insurance and pay more than the actuarially fair amount for their risk group",D: they must buy insurance and pay more than the actuarially fair amount for their risk group,"Principles of Economics, 3rd Edition",16,information risk insurance
"65. State insurance regulators typically attempt to accomplish two things: _______________________and __________________________________ .

A: ensure profitable economic transactions; regulate compulsory insurance
B: keep the price of insurance low; make sure that everyone has insurance
C: pass laws; ensure individuals cannot be compelled to purchase insurance
D: enact a variety of laws; ensure individuals are required to buy insurance",B: keep the price of insurance low; make sure that everyone has insurance,"Principles of Economics, 3rd Edition",16,information risk insurance
"66. Which of the following sets the United States apart from every other high-income country in the world?

A: health care insurance is paid for from income tax revenues and provided by a public institution
B: most homeowner’s insurance is paid for by an individual and is provided by for-profit private firms
C: most health insurance is paid for by an individual and is provided by for-profit private firms
D: automobile insurance premiums are paid to and benefits are provided by a public institution",C: most health insurance is paid for by an individual and is provided by for-profit private firms,"Principles of Economics, 3rd Edition",16,information risk insurance
"67. With regard to the provision of health insurance in the United States, which of the following is regarded as a way of addressing moral hazard and adverse selection problems?

A: reducing profit margins for insurance companies
B: increasing profit margins for insurance companies
C: reduced government involvement
D: greater government involvement",D: greater government involvement,"Principles of Economics, 3rd Edition",16,information risk insurance
"68. How many Americans are thought to be without health insurance because they either work for small companies or at low-paying jobs?

A: 20 million
B: 40 million
C: 50 million
D: 70 million",B: 40 million,"Principles of Economics, 3rd Edition",16,information risk insurance
"69. If insurance premiums are going to be set below the actuarially fair level for a certain group, who will likely be targeted to make up the difference?

A: government regulators and taxpayers
B: insurance company shareholders
C: other buyers of insurance
D: taxpayers or other buyers of insurance",A: government regulators and taxpayers,"Principles of Economics, 3rd Edition",16,information risk insurance
"70. State insurance regulators have sometimes reacted by passing rules that attempt to set low premiums for insurance.  But over time, ___________________________ must hold: the average amount received by individuals must equal the average amount paid in premiums.

A: the fundamental law of caveat emptor
B: the fundamental law of insurance
C: the fundamental principle of profitability
D: the fundamental principle of actuarial fairness",B: the fundamental law of insurance,"Principles of Economics, 3rd Edition",16,information risk insurance
"1. The “law of supply” functions in labor markets; that is, a higher ___________ for labor leads to a higher quantity of labor supplied.

A: price
B: demand
C: supply
D: quantity",A: price,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"2. As the _______________ substitute for low-skill labor becomes available, the demand curve for low-skill labor will shift to the left.

A: high-skill labor
B: lower wage
C: technology
D: market",C: technology,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"3. Improvements in the productivity of labor will tend to:

A: decrease wages.
B: decrease the supply of labor.
C: increase wages.
D: increase the supply of labor.",C: increase wages.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"4. Which of the following will not result in a leftward shift of the market demand curve for labor?

A: a decrease in labor productivity
B: a decrease in demand for the firm's product
C: an increase in the wage rate
D: a decrease in the firm's product price",C: an increase in the wage rate,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"5. Which of the following results in a rightward shift of the market demand curve for labor?

A: a decrease in labor productivity
B: a decrease in the firm's product price
C: an increase in the wage rate
D: an increase in demand for the firm's product",D: an increase in demand for the firm's product,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"6. Which of the following will not result in a rightward shift of the market supply curve for labor?

A: a decrease in non-wage income
B: an increase in the working-age population
C: an increase in labor productivity
D: an increase in immigration",C: an increase in labor productivity,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"7. If the demand for software engineers ____________ slower than does supply, then wages of software engineers will	.

A: increases; remain constant
B: increases, rise
C: increases; fall
D: decreases; fall",C: increases; fall,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"8. In contrast to goods and services markets, ______________ are rare in labor markets, because rules that prevent people from earning income are not politically popular.

A: minimum wages
B: price floors
C: price ceilings
D: living wage laws",C: price ceilings,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"9. Since Baltimore passed the first __________ in 1994, several dozen cities enacted similar laws in the late 1990s and into the 2000s.

A: living wage law
B: price ceiling
C: price floor
D: minimum wage",A: living wage law,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"10. Other things being equal, a _____________ supply of workers tends to _________ real wages.

A: smaller; not change
B: larger; increase
C: smaller; decrease
D: larger; decrease",D: larger; decrease,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"11. Many states do have ____________, which impose an upper limit on the interest rate that lenders can charge.

A: price ceiling laws
B: usury laws
C: price floor laws
D: minimum interest rate",B: usury laws,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"12. In the United States, a typical credit card interest rate ranges from _________ per year.

A: .2% to .8%
B: 2% to 8%
C: 12% to 18%
D: 22% to 28%",C: 12% to 18%,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"13. When consumers and businesses have greater confidence that they will be able to repay in the future, ___________________.

A: the quantity demanded of financial capital at any given interest rate will remain unchanged.
B: the quantity demanded of financial capital at any given interest rate will shift to the left.
C: the quantity demanded of financial capital at any given interest rate will shift to the right.
D: the quantity demanded of financial capital at any given interest rate will achieve equilibrium.",C: the quantity demanded of financial capital at any given interest rate will shift to the right.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"14. If labor demand is downward sloping and labor supply is upward sloping, then when labor demand rises faster than labor supply, it is expected that real wages _______________.

A: will stay the same
B: will decrease
C: will increase
D: may increase, decrease or stay the same depending on the relative slopes.",C: will increase,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"15. The labor __________ curve(s) will shift ____________ if there is an increase in productivity or an increase in the demand for the final product.

A: demand; left
B: supply; left
C: demand; right
D: supply; right",C: demand; right,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"16. A straightforward example of a ____________, often used for simplicity, is the interest rate.

A: price ceiling
B: financial investment
C: rate of return
D: price floor",C: rate of return,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"17. The United States has approximately _____________ credit card holders.

A: 1.8 million
B: 18 million
C: 80 million
D: 180 million",D: 180 million,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"18. Many economists believe that the trend toward greater wage inequality across the U.S. economy was primarily caused by ___________________.

A: the recession
B: new technologies
C: the rise of global markets
D: inflation",B: new technologies,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"19. As the _______________ complement for high-skill labor becomes cheaper, the demand curve for high- skill labor will shift to the right.

A: technology
B: low-skill labor
C: market
D: lower wage",A: technology,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"20. Many cooks view butter and margarine to be substitutes. If the price of butter rises, then in the market for margarine:

A: the equilibrium price will fall and the equilibrium quantity will fall.
B: both the equilibrium price and quantity will rise.
C: the equilibrium price will rise and the equilibrium quantity will decrease.
D: the equilibrium price will rise, while the change to equilibrium quantity is indeterminate.",B: both the equilibrium price and quantity will rise.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"21. The supply curve of textbooks (which are produced using paper made from trees) will shift to the left in response to:

A: a decline in college tuition.
B: a sharp increase in the demand for and construction of wood-frame homes.
C: an increase in the supply of lumberjacks.
D: an end to government regulations that limit timber harvesting in national forests.",B: a sharp increase in the demand for and construction of wood-frame homes.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"22. Steel mill wage costs increase by 18 percent over a year. What is the likely economic effect on the market for steel?

A: There is an increase in the cost of producing steel, which shifts the supply curve of steel to the right, thereby increasing the price of steel.
B: There is an increase in the cost of producing steel, which shifts the supply curve of steel to the left, thereby increasing the price of steel.
C: There is a decrease in the cost of producing steel, which shifts the supply curve of steel to the left, thereby increasing the price of steel.
D: The increase in wage costs will shift the demand curve for steel to the left, increasing the cost of steel.","B: There is an increase in the cost of producing steel, which shifts the supply curve of steel to the left, thereby increasing the price of steel.","Principles of Economics, 3rd Edition",4,labor financialmarkets
"23. A more efficient means of processing algae to produce an anticancer drug is discovered. As a result, the supply curve for the drug will:

A: shift to the right, increasing the price of the drug.
B: shift to the left, increasing the price of the drug.
C: shift to the right, decreasing the price of the drug
D: shift to the left, decreasing the price of the drug.","C: shift to the right, decreasing the price of the drug","Principles of Economics, 3rd Edition",4,labor financialmarkets
"24. How do apple growers react to the news of medical research findings that suggest that eating apples leads to greater health benefits than were previously known?

A: They increase the supply of apples.
B: They increase the quantity of apples supplied.
C: They decrease the supply of apples.
D: They decrease the quantity of apples supplied.",B: They increase the quantity of apples supplied.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"25. Are markets always in equilibrium?

A: No, they never ""settle down"" into a stable price and quantity.
B: No, but if there is no outside interference, they tend to move toward equilibrium.
C: Yes, because very few things tend to alter supply and demand.
D: Yes, they are always at the equilibrium point, or very close to it.","B: No, but if there is no outside interference, they tend to move toward equilibrium.","Principles of Economics, 3rd Edition",4,labor financialmarkets
"26. The imposition of a price ceiling on a market often results in:

A: an increase in investment in the industry.
B: a surplus
C: a shortage
D: a decrease in discrimination on the part of sellers.",C: a shortage,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"27. On April 1, 2009, in the middle of a recession, the government of the province of Ontario, Canada increased the provincial minimum wage from $8.75 to $9.50. What will the likely effect of this policy be?

A: Both the leftward shift in the labor demand curve and the higher minimum wage will lead to an increase in the unemployment rate.
B: Low income workers will be better able to survive the recession at the new, higher wage rate.
C: More people will be hired at the higher wage rate offsetting the effects of the recession.
D: The higher wage will increase the supply of labor offsetting the effects of the recession.",A: Both the leftward shift in the labor demand curve and the higher minimum wage will lead to an increase in the unemployment rate.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"28. Whenever there is a shortage at a particular price, the quantity sold at that price will equal:

A: the quantity demanded at that price.
B: the quantity supplied minus the quantity demanded.
C: the quantity supplied at that price.
D: (quantity demanded plus quantity supplied)/2.",C: the quantity supplied at that price.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"29. Whenever there is a surplus at a particular price, the quantity sold at that price will equal:

A: (quantity demanded plus quantity supplied)/2.
B: the quantity supplied at that price.
C: the quantity supplied minus the quantity demanded.
D: the quantity demanded at that price.",D: the quantity demanded at that price.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"30. Refer to Figure 4-1. The movement from ____________ to ______________ is consistent with a successful advertising campaign that claims wool keeps you warm.

A: Point A; Point B
B: Point A; Point F
C: Point A; Point D
D: Point A; Point H",B: Point A; Point F,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"31. Refer to Figure 4-1. The movement from __________ to ____________ is consistent with a decrease in the price of cotton (a substitute).

A: Point A; Point H
B: Point A; Point D
C: Point A; Point F
D: Point A; Point B",A: Point A; Point H,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"32. In 2010, Americans had about _________ outstanding in credit card debts not paid on time.

A: $900 billion
B: $90 billion
C: $900 million
D: $90 million",A: $900 billion,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"33. Refer to Table 5-1. If D1 and S1 represent the demand and supply schedules in a particular market, then the equilibrium price and quantity are _________ and ________, respectively.

A: $4; 11
B: $4; 16
C: $6; 13
D: $8; 15",C: $6; 13,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"34. Refer to Table 5-1. If D2 and S2 represent the demand and supply schedules in a particular market, then the equilibrium price and quantity are ________ and _________, respectively.

A: $12; 12
B: $10; 12
C: $8; 15
D: $6; 18",B: $10; 12,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"35. Refer to Table 5-1. If D2 and S1 represent the demand and supply schedules in a particular market, then the equilibrium price and quantity are _________ and _________, respectively.

A: $8; 15
B: $10; 17
C: $12; 9
D: $12; 10",A: $8; 15,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"36. Refer to Table 5-1. Suppose that D1 and S1 are the prevailing demand and supply curves for a product. If the demand schedule changes from D1 to D2, then:

A: equilibrium price decreases from $6 to $4.
B: equilibrium quantity decreases from 15 to 13.
C: equilibrium quantity increases from 13 to 18.
D: equilibrium price increases from $6 to $8",D: equilibrium price increases from $6 to $8,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"37. Refer to Table 5-1. Suppose that D2 and S1 are the prevailing demand and supply curves for a product. If the demand schedule changes from D2 to D1, then:

A: equilibrium price increases from $6 to $8.
B: equilibrium quantity increases from 13 to 18
C: equilibrium quantity decreases from 15 to 13.
D: equilibrium price decreases from $6 to $4.",C: equilibrium quantity decreases from 15 to 13.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"38. Refer to Table 5-1. Suppose that D1 and S2 are the demand and supply schedules for Product A. If the government imposes a price ceiling of $4, then:

A: a 5 unit shortage will result.
B: a 5 unit surplus will result.
C: a 10 unit surplus will result.
D: a 10 unit shortage will result.",D: a 10 unit shortage will result.,"Principles of Economics, 3rd Edition",4,labor financialmarkets
"1. GDP is:

A: the sum of all currency and coins in circulation.
B: the value of all final goods and services produced by a government.
C: the value of all final good and services produced anywhere in the world by a nation's firms.
D: the value of all final goods and services produced domestically.",D: the value of all final goods and services produced domestically.,"Principles of Economics, 3rd Edition",19,macro perspective
"2. Final goods or services used to compute GDP refer to:

A: the sum of all wages paid to laborers.
B: the factors of production used to produce output.
C: goods and services purchased by the ultimate users.
D: the value of outstanding shares of stock of manufacturing firms.",C: goods and services purchased by the ultimate users.,"Principles of Economics, 3rd Edition",19,macro perspective
"3. Consumption in the United States is about ____________ of GDP, and it moves relatively little over time.

A: 10%
B: 33%
C: 68%
D: 90%",C: 68%,"Principles of Economics, 3rd Edition",19,macro perspective
"4. The demand measure of GDP accounting adds together:

A: wages and salaries, rent, interest, and profit.
B: consumption, investment, government purchases, and trade balance.
C: consumption, government purchases, wages and salaries, and trade balance.
D: consumption, interest, government purchases, and trade balance.","B: consumption, investment, government purchases, and trade balance.","Principles of Economics, 3rd Edition",19,macro perspective
"5. Consumption is the purchase of goods and services by:

A: households.
B: government.
C: business firms.
D: foreign buyers.",A: households.,"Principles of Economics, 3rd Edition",19,macro perspective
"6. Which of the following are most likely classified by economists as consumer durable goods?

A: food, clothing
B: drugs, toys, magazines, books
C: automobiles, furniture
D: stocks, bonds","C: automobiles, furniture","Principles of Economics, 3rd Edition",19,macro perspective
"7. Gross Domestic Product equals $1.2 trillion. If consumption equals $690 billion, investment equals $200 billion, and government spending equals $260 billion, then:

A: exports exceed imports by $50 billion.
B: imports exceed exports by $50 billion.
C: imports exceed exports by $150 billion.
D: exports exceed imports by $150 billion.",A: exports exceed imports by $50 billion.,"Principles of Economics, 3rd Edition",19,macro perspective
"8. The value of what businesses provide to other businesses is captured in the final products at the end of the __________ chain.

A: service
B: value
C: production
D: supply",C: production,"Principles of Economics, 3rd Edition",19,macro perspective
"9. ___________ is a small category that refers to the goods produced by one business that have yet to be sold to consumers, and are either still sitting in warehouses and on store shelves.

A: Inventories
B: Services
C: Structures
D: Durable goods",A: Inventories,"Principles of Economics, 3rd Edition",19,macro perspective
"10. In order to avoid double counting, statisticians just count the __________________.

A: final inventories
B: final goods and services
C: intermediate goods and services
D: durable goods and nondurable goods",B: final goods and services,"Principles of Economics, 3rd Edition",19,macro perspective
"11. Which of the following is included in the calculated Gross Domestic Product?

A: Farmer Freddie sells his second tractor to his son.
B: Suzanne buys a love seat and chair for $85 at the yard sale on the corner.
C: A local ice cream store sells $17,000 worth of cones and sundaes on July 1.
D: Mr. Farkle buys a used lawn mower from his neighbor, Mr. Sparkle.","C: A local ice cream store sells $17,000 worth of cones and sundaes on July 1.","Principles of Economics, 3rd Edition",19,macro perspective
"12. Which of the following is not counted as a part of GDP?

A: the purchase of 100 shares of AT&T stock by your grandfather.
B: the purchase of a snow plough by the city of Minneapolis.
C: the unsold additions to inventory at an appliances store
D: the purchase of a loaf of bread by a consumer",A: the purchase of 100 shares of AT&T stock by your grandfather.,"Principles of Economics, 3rd Edition",19,macro perspective
"13. Which of the following is not included in GDP?

A: the payments for a chiropractor's services
B: cash income paid to a day laborer that is not reported to the tax authorities
C: the replacement of brake pads on your six-year-old vehicle
D: the fees for legal services rendered by your lawyer",B: cash income paid to a day laborer that is not reported to the tax authorities,"Principles of Economics, 3rd Edition",19,macro perspective
"14. _________ are now the largest single component of the supply side of GDP, representing over half of GDP.

A: Durable goods
B: Services
C: Nondurable goods
D: Structures",B: Services,"Principles of Economics, 3rd Edition",19,macro perspective
"15. To compare the GDP of two different countries with different currencies, it is necessary to use _________________________.

A: an exchange rate
B: foreign currency
C: currency rates
D: per capita GDP",A: an exchange rate,"Principles of Economics, 3rd Edition",19,macro perspective
"16. ___________ is about two-thirds of the demand side of GDP, but it moves relatively little over time.

A: Government
B: Consumption
C: Investment
D: Services",B: Consumption,"Principles of Economics, 3rd Edition",19,macro perspective
"17. Durable goods and non-durable goods comprise approximately ________ of the supply side of the GDP.

A: 1%
B: 20%
C: 45%
D: 80%",C: 45%,"Principles of Economics, 3rd Edition",19,macro perspective
"18. _________ is calculated by taking _________ and then subtracting the value of how much physical capital is worn out, or reduced in value because of aging, over the course of a year.

A: GNP; NNP
B: NNP; GNP
C: GDP; NNP
D: NNP; GDP",B: NNP; GNP,"Principles of Economics, 3rd Edition",19,macro perspective
"19. Which of the following is included in GDP calculations?

A: sales revenue received from a yard sale
B: cash income received by a self-employed landscaper that is not reported to the IRS
C: a crisp $50 bill received on your birthday
D: the university tuition paid to enroll in a course",D: the university tuition paid to enroll in a course,"Principles of Economics, 3rd Edition",19,macro perspective
"20. Which of the following is included in GDP?

A: revenue from the sale of a three-year old car
B: the fees charged for a stock broker's services
C: the receipts from a sale of land
D: the value of lawn care service provided by a sixteen-year-old as part of his weekly chores",B: the fees charged for a stock broker's services,"Principles of Economics, 3rd Edition",19,macro perspective
"21. GDP does not directly include:

A: the value of goods produced domestically and sold abroad.
B: the value of intermediate goods sold during a period.
C: the value of services rendered during a period.
D: the value of final goods and services produced, but not sold, during a period.",B: the value of intermediate goods sold during a period.,"Principles of Economics, 3rd Edition",19,macro perspective
"22. GDP in the United States in 2012 was about __________.

A: $162 billion
B: $1.62 trillion
C: $16.2 trillion
D: $162 trillion",C: $16.2 trillion,"Principles of Economics, 3rd Edition",19,macro perspective
"23. Investment (I) includes:

A: the amount spent on new factories and machinery.
B: the amount spent on stocks and bonds.
C: the amount spent on consumer goods that last more than one year.
D: the amount spent on purchases of art.",A: the amount spent on new factories and machinery.,"Principles of Economics, 3rd Edition",19,macro perspective
"24. Middle-income countries, which include much of Latin America, Eastern Europe, and some countries in East Asia, have per capita GDP in the range of ___________.

A: $60 to $120
B: $600 to $1200
C: $6,000 to $12,000
D: $60,000 to $120,000","C: $6,000 to $12,000","Principles of Economics, 3rd Edition",19,macro perspective
"25. A business cycle reflects changes in economic activity, particularly real GDP. The stages of a business cycle are:

A: trough, expansion, recession, peak
B: contraction, recession, expansion, boom
C: expansion, trough, recession, peak
D: expansion, peak, recession, trough","D: expansion, peak, recession, trough","Principles of Economics, 3rd Edition",19,macro perspective
"26. Which of the following is true?

A: A depression is a recession that is mild and relatively brief.
B: The expansions and contractions of real world business cycles last varying lengths of time and often differ in magnitude.
C: The timing of business fluctuations is regular and therefore easily predictable.
D: During the contractionary phase of the business cycle, the rate of unemployment is generally quite low.",B: The expansions and contractions of real world business cycles last varying lengths of time and often differ in magnitude.,"Principles of Economics, 3rd Edition",19,macro perspective
"27. For most high-income countries of the world, GDP _________________ over time.

A: has proven to be stable
B: has risen gradually
C: has declined slightly
D: has sharply risen",B: has risen gradually,"Principles of Economics, 3rd Edition",19,macro perspective
"28. If imports exceed exports, as in recent years, then __________ exists.

A: a trade surplus
B: a trade deficit
C: a trade imbalance
D: trade disequilibrium",B: a trade deficit,"Principles of Economics, 3rd Edition",19,macro perspective
"29. On the demand side of GDP, consumption by _____________ is the largest component of GDP, accounting for about two-thirds of the GDP in any year.

A: services
B: businesses
C: households
D: government",C: households,"Principles of Economics, 3rd Edition",19,macro perspective
"30. In 1980 Denmark had a GDP of $70 billion (measured in U.S. dollars) and a population of 5.1 million. In 2000, Denmark had a GDP of $160 billion (measured in U.S. dollars) s and a population of 5.3 million. By what percentage did Denmark’s GDP per capita rise between 1980 and 2000?

A: 45.4%
B: 219%
C: 128%
D: 120%",D: 120%,"Principles of Economics, 3rd Edition",19,macro perspective
"31. India has a GDP of 23,000 billion Indian rupees, and a population of 1.1 billion. The exchange rate is 50 rupees per U.S. dollar. Calculate the GDP per capita of India as measured in U.S. dollars.

A: $20.90
B: $20,909
C: $418
D: $4.18",C: $418,"Principles of Economics, 3rd Edition",19,macro perspective
"32. Ethiopia has a GDP of $8 billion (measured in U.S. dollars) and a population of 55 million. Costa Rica has a GDP of $9 billion (measured in U.S. dollars) and a population of 4 million. Calculate per capita GDP for each country.

A: Ethiopia = $14.50  Costa Rica = $2250.00
B: Ethiopia = $14.50  Costa Rica = $225.00
C: Ethiopia = $145.00  Costa Rica = $2250.00
D: Ethiopia = $1450.00  Costa Rica = $22,500.00",C: Ethiopia = $145.00  Costa Rica = $2250.00,"Principles of Economics, 3rd Edition",19,macro perspective
